,Age,Gender,MaritalStatus,SmokerStatus,LifeStyle,LanguageSpoken,Education,Race,Nationality,MovingToNewCompany,Occupation,Telco,ResidentialType,NoofDependent,FamilyExpenses_monthly,AnnualSalary,Need1,Need2,PurchasedPlan1,Transport,PurchasedPlan2,MedicalComplication,lat,lon,Berjaya Starbucks Coffee Company Sdn Bhd,The Coffee Bean & Tea Leaf (M) Sdn Bhd ,Dommal Food Services Sdn Bhd,Pizza Hut Restaurants Sdn Bhd ,Wonderful Lifestyle Sdn Bhd
474,25,male,single,sometimes,home,malay,Bachelor,chinese,others,yes,privateEemployee,maxis,terrace,3,4697,99404,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,no,3.135012254,101.6335634,4,2,1,0,0
475,18,male,married,frequent,pub_goer,english,Bachelor,malay,Malaysian,yes,selfEmployed,celcom,condominium,3,9848,48411,PersonalSaving,KidMedical,COVIDFree,driving,NoMoneyDown,yes,3.164054266,101.6718148,2,2,0,0,1
476,44,female,married,frequent,home,mandarin,Bachelor,malay,Malaysian,yes,govServant,celcom,condominium,3,5229,89980,PersonalSaving,KidMedical,COVIDFree,publicTransport,KidsEdu,yes,3.089265636,101.7364926,2,1,2,0,1
477,43,female,single,frequent,outdoor,mandarin,Master,others,Malaysian,no,selfEmployed,celcom,flat,3,9705,120219,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,yes,3.185525137,101.6894269,0,0,0,2,1
478,27,female,single,once_in_a_while,pub_goer,english,Bachelor,others,Malaysian,yes,privateEemployee,celcom,terrace,3,6492,134527,PersonalSaving,KidMedical,HomeSafe,driving,KidsEdu,no,3.137402209,101.725162,11,2,0,0,0
479,41,male,single,frequent,pub_goer,mandarin,Bachelor,chinese,Malaysian,yes,govServant,digi,terrace,2,10361,77564,PersonalRetirement,KidMedical,COVIDFree,driving,KidsEdu,yes,3.215548289,101.7066856,0,0,0,0,0
480,34,female,married,sometimes,home,malay,Bachelor,malay,Malaysian,yes,privateEemployee,digi,terrace,3,9138,159629,PersonalSaving,KidEducation,COVIDFree,driving,KidsEdu,yes,3.165534824,101.7455771,6,1,2,1,1
481,28,male,married,once_in_a_while,home,english,Bachelor,indian,Malaysian,no,employer,digi,terrace,2,8149,187347,PersonalMedical,KidMedical,HomeSafe,publicTransport,NoMoneyDown,yes,3.174926106,101.7477484,4,1,2,1,1
482,19,male,single,sometimes,home,mandarin,Bachelor,chinese,Malaysian,yes,privateEemployee,celcom,condominium,3,2951,86536,PersonalSaving,KidEducation,HomeSafe,driving,KidsEdu,no,3.204557765,101.6456605,2,0,1,1,0
483,21,male,single,once_in_a_while,home,malay,Bachelor,others,Malaysian,yes,privateEemployee,umobile,flat,3,6092,124691,PersonalMedical,KidSaving,HomeSafe,driving,KidsEdu,yes,3.144050898,101.6979967,18,2,0,0,0
484,25,female,single,frequent,pub_goer,english,Master,indian,Malaysian,yes,govServant,umobile,condominium,3,8543,188884,PersonalMedical,KidSaving,COVIDFree,publicTransport,KidsEdu,no,3.152638712,101.7073082,22,5,0,0,0
485,29,female,single,sometimes,pub_goer,malay,Diploma,malay,others,yes,selfEmployed,umobile,flat,3,6119,138521,PersonalMedical,KidMedical,COVIDFree,publicTransport,KidsEdu,yes,3.127283182,101.7451142,1,1,0,2,0
486,28,male,single,frequent,pub_goer,english,Bachelor,chinese,Malaysian,no,govServant,maxis,terrace,2,3864,124302,PersonalRetirement,KidMedical,HomeSafe,driving,KidsEdu,yes,3.091798888,101.7241989,0,1,1,0,1
487,40,female,single,sometimes,home,english,Bachelor,others,others,no,govServant,maxis,bungalow,3,9174,59882,PersonalMedical,KidMedical,HomeSafe,publicTransport,KidsEdu,yes,3.146892996,101.7598343,1,1,2,0,1
488,20,female,single,frequent,pub_goer,malay,Bachelor,others,Malaysian,yes,selfEmployed,maxis,terrace,3,5458,129754,PersonalSaving,KidSaving,COVIDFree,driving,KidsEdu,yes,3.192676251,101.6744997,0,0,1,1,0
489,25,male,single,frequent,home,english,Bachelor,malay,others,yes,employer,maxis,condominium,3,9427,126192,PersonalSaving,KidMedical,HomeSafe,driving,NoMoneyDown,no,3.198638036,101.6534149,0,0,3,1,0
490,18,female,single,sometimes,home,english,Diploma,chinese,Malaysian,no,selfEmployed,umobile,flat,3,9050,117049,PersonalMedical,KidMedical,HomeSafe,driving,KidsEdu,yes,3.149660789,101.7094345,22,5,0,0,0
491,25,female,married,frequent,home,malay,Bachelor,others,others,yes,privateEemployee,digi,flat,3,3457,167021,PersonalSaving,KidSaving,COVIDFree,publicTransport,NoMoneyDown,no,3.107194051,101.7549842,0,0,1,0,0
492,24,female,married,sometimes,pub_goer,english,Bachelor,malay,Malaysian,no,selfEmployed,digi,bungalow,3,2603,145049,PersonalMedical,KidSaving,COVIDFree,driving,NoMoneyDown,yes,3.116741057,101.6984629,0,0,0,0,0
493,30,male,married,frequent,home,english,Bachelor,chinese,Malaysian,no,govServant,maxis,terrace,3,3159,57762,PersonalSaving,KidSaving,COVIDFree,driving,NoMoneyDown,yes,3.157021093,101.6458495,2,2,0,0,0
494,28,male,married,sometimes,pub_goer,malay,Master,chinese,others,yes,selfEmployed,umobile,condominium,3,8637,123980,PersonalMedical,KidEducation,HomeSafe,publicTransport,KidsEdu,yes,3.158635526,101.6808887,2,1,0,0,3
495,35,male,married,once_in_a_while,home,english,Master,malay,others,yes,selfEmployed,maxis,bungalow,2,7152,133925,PersonalSaving,KidEducation,HomeSafe,driving,KidsEdu,no,3.176734153,101.7183401,3,0,0,0,0
496,28,male,single,once_in_a_while,home,mandarin,Diploma,chinese,Malaysian,yes,govServant,digi,condominium,2,7729,69973,PersonalRetirement,KidEducation,HomeSafe,driving,NoMoneyDown,yes,3.105919165,101.6289063,3,1,2,1,0
497,32,female,single,once_in_a_while,outdoor,malay,Bachelor,others,Malaysian,yes,selfEmployed,digi,terrace,2,8215,146743,PersonalMedical,KidEducation,COVIDFree,driving,NoMoneyDown,no,3.134437301,101.6452953,1,0,0,0,0
498,41,male,single,once_in_a_while,home,english,Master,others,Malaysian,yes,govServant,maxis,terrace,3,10296,155469,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,no,3.203023977,101.7029881,0,1,1,1,0
499,23,male,single,frequent,outdoor,malay,Bachelor,others,Malaysian,yes,privateEemployee,digi,flat,3,4494,76913,PersonalRetirement,KidSaving,COVIDFree,driving,KidsEdu,yes,3.130888014,101.6889083,9,3,1,0,2
